budget.level,supplementary,flow,fin.year,budget.category,flow.type,budget.entry,value
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Information,23406.792
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,41200
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Co-operative,240
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Livestock and Fisheries,36361.12
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Industry,257937.746
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Rail Transportation,102431.399
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Mines,283537.498
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Construction,226906.3
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Finance and Revenue,645160.665
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Electric Power,153580
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Labour,5406
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Transportation,78832.72
Union,FALSE,income,2013,SEEs,Other Current Receipts,"State-owned Economic Organizations under the Ministry of Communications, Posts and Telegraphs",914000
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Energy,2639705.58
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,287357.48
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Industry No. (2),801453.146
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Economic and Trade,691.793
Union,FALSE,income,2013,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Hotels and Tourism,4180.24
Union,FALSE,income,2013,Total,Other Current Receipts,TOTAL SOE REVENUES,6502388.479
Union,FALSE,income,2013,CDC,Other Current Receipts,Cantonment Municipilities under the Ministry of Defence,363.491
Union,FALSE,income,2013,CDC,Other Current Receipts,Nay Pyi Taw Development Committee,4919.469
Union,FALSE,income,2013,Total,Other Current Receipts,TOTAL CDC REVENUES,5282.96
Union,FALSE,income,2013,Grand Total,Other Current Receipts,TOTAL REVENUES ACROSS ALL CATEGORIES,6757511.082
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Home Affairs,4541.383
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Defence,120619.25
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Border Affairs,63.597
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Foreign Affairs,800
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Information,3820.035
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Religious Affairs,52.37
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Cooperative,252.588
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Agriculture and Irrigation,21689.519
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,"Livestock, Fisheries and Rural Development",1127.543
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Communications and Information Technology,210
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Transport,69529.367
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Environmental Conservation and Forestry,1365.091
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Electric Power,60.101
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Immigration and Population,14009.78
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Energy,0.057
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Industry,1332.966
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Commerce,4257.862
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Sports,48.525
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Education,11301.748
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Health,11445.413
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Mines,2311.6
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Culture,3238.645
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Finance,10056.058
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,National Planning and Economic Development,8617.184
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Construction,21082.409
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,"Labour, Employment and Social Security ",50.655
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Rail Transportation,5773.972
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,"Social Welfare, Relief and Resettlement",38.81
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Science and Technology,1985.833
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Hotels and Tourism Services,22366.66
Union,FALSE,income,2014,Ministries and Departments,Other Current Receipts,Pensions and Gratuities,5.4
Union,FALSE,income,2014,Total,Other Current Receipts,TOTAL M&D REVENUES,342054.421
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,The President of the Union,10
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,Office of the Union Government,2
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,Pyidaungsu Hluttaw,8.258
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,Supreme Court of the Union,10.69
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,Union Attorney-General Office,32.022
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,Union Election Commission,17.63
Union,FALSE,income,2014,Union Institutions,Other Current Receipts,Union Civil Services Board,0.005
Union,FALSE,income,2014,Total,Other Current Receipts,TOTAL UG REVENUES,80.605
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Information,25323.454
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Co-operative,305
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,32200
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Livestock and Fisheries,20393.361
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry Communication and Information Technology,539198
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,384880.98
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Electricity Power,1229757.623
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Energy,4096037.558
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Industry,259057.774
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Mines,303107.288
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Finance and Revenue,707321.962
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Construction,343087.1
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Rail Transportation,79746.681
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Hotels and Tourism,9194.965
Union,FALSE,income,2014,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Transportation,99228.743
Union,FALSE,income,2014,Total,Other Current Receipts,TOTAL SOE REVENUES,8128840.489
Union,FALSE,income,2014,CDC,Other Current Receipts,Cantonment Municipilities under the Ministry of Defence,493.419
Union,FALSE,income,2014,CDC,Other Current Receipts,Nay Pyi Taw Development Committee,5103.031
Union,FALSE,income,2014,Total,Other Current Receipts,TOTAL CDC REVENUES,5596.45
Union,FALSE,income,2014,Grand Total,Other Current Receipts,TOTAL REVENUES ACROSS ALL CATEGORIES,8476571.965
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Home Affairs,13932.139
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Defence,194505.173
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Border Affairs,50.399
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Foreign Affairs,1308
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Information,5362.19
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Religious Affairs,52.87
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Cooperative,258.042
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Agriculture and Irrigation,25913.045
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,"Livestock, Fisheries and Rural Development",7542.139
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Transport,71963.931
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Environmental Conservation and Forestry,1282.807
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Electric Power,60.104
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Immigration and Population,17500.03
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Energy,0.06
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Industry,2958.489
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Commerce,5207.264
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Sports,48.525
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Education,11696.362
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Health,12474.748
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Mines,1512.1
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Culture,3818.176
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Finance,10069.293
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,National Planning and Economic Development,9013.744
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Construction,21485.285
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,"Labour, Employment and Social Security ",51.197
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Rail Transportation,8455.002
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,"Social Welfare, Relief and Resettlement",40.46
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Science and Technology,1894.702
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Hotels and Tourism Services,37102.963
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Pensions and Gratuities,0.547
Union,FALSE,income,2015,Ministries and Departments,Other Current Receipts,Social Security Board Employment and Social Security,18036
Union,FALSE,income,2015,Total,Other Current Receipts,TOTAL M&D REVENUES,483595.786
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Office of the Union Government,10
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Pyidaungsu Hluttaw,2
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Supreme Court of the Union,100
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Constitutional Tribunal of the Union,0.005
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Union Attorney-General Office,10.69
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Union Auditor-General Office,56.513
Union,FALSE,income,2015,Union Institutions,Other Current Receipts,Union Civil Services Board,19.13
Union,FALSE,income,2015,Total,Other Current Receipts,TOTAL UG REVENUES,198.338
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Information,21922.884
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Co-operative,305
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,57500
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry Communication and Information Technology,655450
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,173816.67
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Electricity Power,1848845.593
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Energy,4065614.232
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Industry,290882.904
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Mines,317680.572
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Finance and Revenue,324285.752
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Construction,308843.015
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Rail Transportation,72718.792
Union,FALSE,income,2015,SEEs,Other Current Receipts,Central Bank of Myanmar,442350.01
Union,FALSE,income,2015,SEEs,Other Current Receipts,State-owned Economic Organizations under the Ministry of Transportation,108458.392
Union,FALSE,income,2015,Total,Other Current Receipts,TOTAL SOE REVENUES,8688673.816
Union,FALSE,income,2015,CDC,Other Current Receipts,Cantonment Municipilities under the Ministry of Defence,785.378
Union,FALSE,income,2015,CDC,Other Current Receipts,Nay Pyi Taw Development Committee,5437.217
Union,FALSE,income,2015,Total,Other Current Receipts,TOTAL CDC REVENUES,6222.595
Union,FALSE,income,2015,Grand Total,Other Current Receipts,TOTAL REVENUES ACROSS ALL CATEGORIES,9178690.535
Union,FALSE,income,2016,Ministries and Departments,Other Current Receipts,Home Affairs,16032.11
Union,FALSE,income,2016,Ministries and Departments,Other Current Receipts,Defence,159297.587
Union,FALSE,income,2016,Ministries and Departments,Other Current Receipts,Border Affairs,98.677
Union,FALSE,income,2016,Ministries and Departments,Other Current Receipts,Foreign Affairs,1498
Union,FALSE,income,2016,Ministries and Departments,Other Current Receipts,Information,8503.4
