budget.level,supplementary,flow,fin.year,budget.category,flow.type,budget.entry,value
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,The President of the Union,347568.8508
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Office of the Union Government,121.673
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Pyidaungsu Hluttaw,58.397
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Supreme Court of the Union,558.22
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Union Attorney-General Office,134.035
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Union Auditor-General Office,480.37
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Union Election Commission,174.42
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Union Civil Services Board,2908.287
Union,FALSE,expenditure,2012,Union Institutions,Capital Expenditure,Constitutional Tribunal of the Union,111.5
Union,FALSE,expenditure,2012,Total,Capital Expenditure,TOTAL UG EXPENDITURES,352115.7528
Union,FALSE,expenditure,2012,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,93.4
Union,FALSE,expenditure,2012,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,1025
Union,FALSE,expenditure,2012,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,1118.4
Union,FALSE,expenditure,2012,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,2391262.072
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Home Affairs,54002.717
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Defence,1111948.966
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Border Affairs,61146.978
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Foreign Affairs,12027.393
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Information,21428.648
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Culture,2629.715
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Agriculture and Irrigation,193917.456
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Religious Affairs,422.253
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Cooperative,121.072
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,"Livestock, Fisheries and Rural Development",586.547
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Industry,170.72
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Rail Transportation,1404.93
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Mines,362.74
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Construction,243641.615
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Finance,1168.552
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Electric Power,190794.849
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,National Planning and Economic Development,26184.238
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,"Labour, Employment and Social Security ",191.313
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",7706.259
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Transport,19568.864
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Communications and Information Technology,371.161
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Energy,0.9
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Immigration and Populations,1084.392
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Science and Technology,12003.086
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Environmental Conservation and Forestry,3241.393
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Electric Power No.(2),29.402
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Commerce,1201.215
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,40.409
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Sports,306697.503
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Education,209049.591
Union,FALSE,expenditure,2013,Ministries and Departments,Capital Expenditure,Health,213535.282
Union,FALSE,expenditure,2013,Total,Capital Expenditure,TOTAL M&D EXPENDITURES,2696680.159
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,The President of the Union,419377.668
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Office of the Union Government,86.649
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Pyidaungsu Hluttaw,3834.06
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Supreme Court of the Union,79.316
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Union Attorney-General Office,69.086
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Union Auditor-General Office,782.692
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Union Election Commission,169.95
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Union Civil Services Board,1504.67
Union,FALSE,expenditure,2013,Union Institutions,Capital Expenditure,Constitutional Tribunal of the Union,130.75
Union,FALSE,expenditure,2013,Total,Capital Expenditure,TOTAL UG EXPENDITURES,426034.841
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Information,2973.179
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Co-operative,1.7
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry,161235.264
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Rail Transportation,226762.781
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Mines,490.61
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Construction,2350.378
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Finance and Revenue,36811.041
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity Power,21981.881
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Labour,279.398
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Transportation,4384.712
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,"State-owned Economic Organizations under the Ministry of Communications, Posts and Telegraphs",31169.207
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Energy,128574.142
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,654.518
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry No. (2),308622.841
Union,FALSE,expenditure,2013,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Hotels and Tourism,24.451
Union,FALSE,expenditure,2013,Total,Capital Expenditure,TOTAL SOE EXPENDITURES,926316.103
Union,FALSE,expenditure,2013,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,97.55
Union,FALSE,expenditure,2013,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,1315
Union,FALSE,expenditure,2013,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,1412.55
Union,FALSE,expenditure,2013,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,4050443.653
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Home Affairs,79234.047
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Defence,1067365.603
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Border Affairs,223065.19
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Foreign Affairs,17411.099
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Information,37281.298
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Religious Affairs,1615.2
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Cooperative,1715.198
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Agriculture and Irrigation,232565.61
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,"Livestock, Fisheries and Rural Development",1795.765
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Communications and Information Technology,1970.771
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Transport,43330.075
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Environmental Conservation and Forestry,3797.444
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Electric Power,154667.354
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Immigration and Populations,2463.331
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Energy,41.971
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Industry,2478.419
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Commerce,2650.735
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Sports,99715.778
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Education,222533.991
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Health,195228.762
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Mines,145.967
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Culture,4314.897
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Finance,5557.03
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,National Planning and Economic Development,68889.826
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Construction,243054.708
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,"Labour, Employment and Social Security ",741.599
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Rail Transportation,1376.02
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",3394.664
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Science and Technology,72602.415
Union,FALSE,expenditure,2014,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,23.245
Union,FALSE,expenditure,2014,Total,Capital Expenditure,TOTAL M&D EXPENDITURES,2791028.012
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,The President of the Union,26366.198
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Office of the Union Government,114.449
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Pyidaungsu Hluttaw,45334.29
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Supreme Court of the Union,99.02
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Union Attorney-General Office,46.995
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Union Auditor-General Office,559.964
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Union Election Commission,946.632
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Union Civil Services Board,1991.387
Union,FALSE,expenditure,2014,Union Institutions,Capital Expenditure,Constitutional Tribunal of the Union,19.362
Union,FALSE,expenditure,2014,Total,Capital Expenditure,TOTAL UG EXPENDITURES,75478.297
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Information,3149.361
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,180
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Co-operative,2.951
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Livestock and Fisheries,146.358
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry,551792.098
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Rail Transportation,193155.567
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Mines,384.289
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Construction,28478.974
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Finance and Revenue,14950.18
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity Power,412195.583
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Transportation,11687.843
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,"State-owned Economic Organizations under the Ministry of Communications, Posts and Telegraphs",222045.627
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Energy,72372.959
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,169.057
Union,FALSE,expenditure,2014,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Hotels and Tourism,113.729
Union,FALSE,expenditure,2014,Total,Capital Expenditure,TOTAL SOE EXPENDITURES,1510824.576
Union,FALSE,expenditure,2014,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,72.9
Union,FALSE,expenditure,2014,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,126310.336
Union,FALSE,expenditure,2014,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,126383.236
Union,FALSE,expenditure,2014,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,4503714.121
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Home Affairs,104293.182
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Defence,1215128.36
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Border Affairs,88154.017
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Foreign Affairs,24106.56
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Information,31624.159
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Religious Affairs,1643.227
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Cooperative,3604.378
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Agriculture and Irrigation,269688.189
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,"Livestock, Fisheries and Rural Development",336710.504
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Communications and Information Technology,5870.303
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Transport,71183.617
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Environmental Conservation and Forestry,3590.06
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Electric Power,94169.927
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Immigration and Populations,3064.427
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Energy,85.495
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Industry,5655.213
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Commerce,3392.179
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Sports,14633.875
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Education,268581.647
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Health,270466.93
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Mines,167.19
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Culture,15667.08
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Finance,21026.045
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,National Planning and Economic Development,10164.989
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Construction,746300.353
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,"Labour, Employment and Social Security ",2082.248
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Rail Transportation,1332.66
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",5502.141
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Science and Technology,68304.137
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,265.754
Union,FALSE,expenditure,2015,Ministries and Departments,Capital Expenditure,Social Security Board Employment and Social Security,6640.438
Union,FALSE,expenditure,2015,Total,Capital Expenditure,TOTAL M&D EXPENDITURES,3693099.284
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,The President of the Union,19232.394
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Office of the Union Government,78.425
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Pyidaungsu Hluttaw,3334.527
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Pyithu Hluttaw,10230.715
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Amyotha Hluttaw,11118.817
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Supreme Court of the Union,13354.415
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Constitutional Tribunal of the Union,80.65
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Union Election Commission,4230.22
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Union Attorney-General Office,176.235
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Union Auditor-General Office,2499.992
Union,FALSE,expenditure,2015,Union Institutions,Capital Expenditure,Union Civil Services Board,2087.954
Union,FALSE,expenditure,2015,Total,Capital Expenditure,TOTAL UG EXPENDITURES,66424.344
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Information,4942.831
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Co-operative,14.237
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,142.46
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry Communication and Information Technology,365738.913
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,180.569
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity Power,509809.115
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Energy,120360.256
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry,352825.857
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Mines,285.564
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Finance and Revenue,26011.349
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Construction,8652.265
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Rail Transportation,147215.558
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,Central Bank of Myanmar,2759.745
Union,FALSE,expenditure,2015,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Transportation,272299.594
Union,FALSE,expenditure,2015,Total,Capital Expenditure,TOTAL SOE EXPENDITURES,1811238.313
Union,FALSE,expenditure,2015,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,41.5
Union,FALSE,expenditure,2015,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,112523.692
Union,FALSE,expenditure,2015,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,112565.192
Union,FALSE,expenditure,2015,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,5683327.133
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Home Affairs,39430.637
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Defence,1264028.38
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Border Affairs,97220.246
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Foreign Affairs,28037.106
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Information,8153.486
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Religious Affairs,1565.496
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Cooperative,3600.47
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Agriculture and Irrigation,451943.994
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,"Livestock, Fisheries and Rural Development",305645.784
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Communications and Information Technology,9063.35
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Transport,44009.677
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Environmental Conservation and Forestry,5248.718
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Electric Power,126704.044
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Immigration and Populations,735.93
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Energy,11.1
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Industry,2327.129
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Commerce,688.625
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Sports,5185.842
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Education,267306.204
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Health,349920.301
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Mines,68.5
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Culture,13272.218
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Finance,5215.635
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,National Planning and Economic Development,12821.858
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Construction,554756.45
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,"Labour, Employment and Social Security ",1137.808
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Rail Transportation,403.492
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,"Social Welfare, Relief and Resettlement",3106.51
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Science and Technology,70007.125
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Hotels and Tourism Services,162
Union,FALSE,expenditure,2016,Ministries and Departments,Capital Expenditure,Social Security Board Employment and Social Security,7076.05
Union,FALSE,expenditure,2016,Total,Capital Expenditure,TOTAL M&D EXPENDITURES,3678854.165
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,The President of the Union,6
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Office of the Union Government,99.291
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Pyidaungsu Hluttaw,803.58
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Pyithu Hluttaw,506.425
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Amyotha Hluttaw,277.5
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Supreme Court of the Union,7097.055
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Constitutional Tribunal of the Union,4.4
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Union Election Commission,1729.9
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Union Attorney-General Office,178.52
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Union Auditor-General Office,1567.729
Union,FALSE,expenditure,2016,Union Institutions,Capital Expenditure,Union Civil Services Board,319.55
Union,FALSE,expenditure,2016,Total,Capital Expenditure,TOTAL UG EXPENDITURES,12589.95
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Information,2882.594
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Agriculture and Irrigation,60
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry Communication and Information Technology,116810.529
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Environmental Conservation and Forestry,122.026
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Electricity Power,471798.077
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Energy,61105.141
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Industry,255947.861
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Mines,151.057
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Finance and Revenue,23176.588
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Rail Transportation,172720.096
Union,FALSE,expenditure,2016,SEEs,Capital Expenditure,State-owned Economic Organizations under the Ministry of Transportation,141461.724
Union,FALSE,expenditure,2016,Total,Capital Expenditure,TOTAL SOE EXPENDITURES,1246235.693
Union,FALSE,expenditure,2016,CDC,Capital Expenditure,Cantonment Municipilities under the Ministry of Defence,40.7
Union,FALSE,expenditure,2016,CDC,Capital Expenditure,Nay Pyi Taw Development Committee,78315.052
Union,FALSE,expenditure,2016,Total,Capital Expenditure,TOTAL CDC EXPENDITURES,78355.752
Union,FALSE,expenditure,2016,Central Bank,Capital Expenditure,Central Bank of Myanmar,43361.209
Union,FALSE,expenditure,2016,Total,Capital Expenditure,Total Central Bank of Myanmar,43361.209
Union,FALSE,expenditure,2016,Grand Total,Capital Expenditure,TOTAL EXPENDITURES ACROSS ALL CATEGORIES,5059396.769
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Home Affairs,42365.047
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Defence,1244790.774
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Border Affairs,90478.811
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Foreign Affairs,7372.049
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Information,4019.993
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Religious Affairs,897.718
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Cooperative,853.378
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Agriculture and Irrigation,367756.273
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,"Livestock, Fisheries and Rural Development",354216.977
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Communications and Information Technology,18540.833
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Transport,57393.408
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Environmental Conservation and Forestry,8815.709
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Electric Power,248162.168
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Immigration and Populations,749
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Energy,59.988
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Industry,8236.72
Union,FALSE,expenditure,2017,Ministries and Departments,Capital Expenditure,Commerce,1029.105
